,workerid,rt_seconds,utilityWeight,truthful,log_rt_seconds
0,W02a13d1d06,13.526,0.45,True,2.6046137591527483
1,W02a13d1d06,16.549,0.45,True,2.8063256770368064
2,W02a13d1d06,12.37,0.45,True,2.5152741864043966
3,W02a13d1d06,28.546,0.45,True,3.3515168212075768
4,W02a13d1d06,30.731,0.45,False,3.425271917103331
5,W02a13d1d06,10.394,0.45,True,2.34122871658625
6,W02a13d1d06,11.508,0.45,True,2.4430424456893016
7,W02a13d1d06,6.391,0.45,True,1.8548907506681447
8,W02a13d1d06,9.898,0.45,True,2.2923327165296943
9,W02a13d1d06,5.357,0.45,True,1.6784041168988233
10,W02a13d1d06,11.85,0.45,True,2.47232786758114
11,W02a13d1d06,6.746,0.45,True,1.9089497366394585
12,W02a13d1d06,7.452,0.45,True,2.008482452739342
13,W02a13d1d06,9.819,0.45,True,2.2843192841871534
14,W02a13d1d06,12.571,0.45,True,2.531392573932694
15,W02a13d1d06,6.276,0.45,True,1.836732834870786
16,W02a13d1d06,7.676,0.45,True,2.0380985781454535
17,W02a13d1d06,6.275,0.45,True,1.8365734850178477
18,W02a13d1d06,9.939,0.45,True,2.2964664119858686
19,W02a13d1d06,13.68,0.45,True,2.615934912194404
20,W02a13d1d06,15.003,0.45,True,2.7082501811048765
21,W02a13d1d06,15.555,0.45,True,2.7443821303496003
22,W02a13d1d06,6.025,0.45,True,1.7959174793767188
23,W02a13d1d06,23.22,0.45,True,3.1450139762697455
24,W02a13d1d06,6.69,0.45,True,1.900613874140137
25,W02a13d1d06,11.65,0.45,True,2.4553061800117097
26,W02a13d1d06,5.66,0.45,True,1.7334238922150915
27,W02a13d1d06,12.603,0.45,True,2.533934880855355
28,W038734eafb,17.591,0.2,True,2.8673874076167687
29,W038734eafb,14.727,0.2,True,2.6896825437440253
30,W038734eafb,16.974,0.2,True,2.8316827615474853
31,W038734eafb,31.269,0.2,True,3.442627191425295
32,W038734eafb,16.369,0.2,True,2.7953893021622176
33,W038734eafb,53.904,0.2,True,3.9872046866641973
34,W038734eafb,12.005,0.2,True,2.4853232296732166
35,W038734eafb,13.348,0.2,True,2.5913665608891274
36,W038734eafb,9.216,0.2,True,2.2209411039535354
37,W038734eafb,6.813,0.2,True,1.918832551791531
38,W038734eafb,28.925,0.2,True,3.36470627307974
39,W038734eafb,53.486,0.2,True,3.979419937414198
40,W038734eafb,6.658,0.2,True,1.8958191391528332
41,W038734eafb,7.133,0.2,True,1.964731903295901
42,W038734eafb,6.612,0.2,True,1.8888861799587777
43,W038734eafb,18.925,0.2,True,2.9404837993235127
44,W038734eafb,8.905,0.2,True,2.186612916741625
45,W038734eafb,8.012,0.2,True,2.0809404178035718
46,W038734eafb,26.948,0.2,True,3.2939090830984132
47,W038734eafb,6.284,0.2,True,1.8380067203933748
48,W038734eafb,8.882,0.2,True,2.1840267568699105
49,W038734eafb,6.44,0.2,True,1.8625285401162623
50,W038734eafb,6.628,0.2,True,1.8913030995643165
51,W038734eafb,9.189,0.2,True,2.218007116518748
52,W038734eafb,8.009,0.2,True,2.080565909341545
53,W038734eafb,6.158,0.2,True,1.8177520495023087
54,W038734eafb,7.843,0.2,True,2.0596214142305294
55,W038734eafb,7.027,0.2,True,1.9497598722100606
56,W042ceaf662,10.088,1.0,False,2.3113465986626185
